idemplacementsilo;identifiant;adresse;commune;codefuv;observation_localisante;numerocircuit;gestionnaire;collecteur;datedebutexploitation;datecreation;maj_alphanumerique;maj_geometrie;insee;gid;lon;lat
7285;7285;3 Chemin des Mûriers;Pierre-Bénite;11925;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2016-09-05;2022-01-25;;69152;574;4,827443472276323;45,69516900527767
7178;7178;Rue Docteur Edmond Locard;Lyon 5e Arrondissement;28293;angle av point du jour;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2016-02-15;2018-04-24;;69385;578;4,800275287476884;45,75671050918532
6911;6911;Rue des Sports;Vénissieux;20392;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2018-04-24;2005-12-14;69259;579;4,909009861849949;45,717784113957045
2539;2539;Rue Jean Sarrazin/Rue Commandant Pégout;Lyon 8e Arrondissement;;;Y101.0.VERRE;Col Sud;GPE;2017-05-22;;2018-04-24;2013-12-05;69388;582;4,867259390506251;45,73161808524987
1060;1060;23 Route de Lyon;Saint-Cyr-au-Mont-d'Or;14541;Route de Lyon;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2022-09-20;2022-10-06;2022-10-06;;69191;583;4,820118912941776;45,80204846500035
7489;7489;5 Rue Berty Albrecht;Lyon 8e Arrondissement;34923;Angle 15 Avenue Viviani à proxiité silo CS;Y101.0.VERRE;Col Sud;COL GUERIN;2021-12-17;2021-12-27;2021-12-27;;69388;586;4,866914083551112;45,72738414552845
5223;5223;Boulevard de l'Europe face au Quick;Pierre-Bénite;;Angle Chemin des Mûriers dans rond point;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-25;2011-09-12;69152;587;4,826042411085344;45,69540772388382
5311;5311;Rue du Merlo Vers Centre Léo Lagrange;Oullins;;Rue du Merlo Vers Centre Léo Lagrange;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-18;;69149;588;4,7813885663076725;45,72161019075942
5139;5139;Chemin de Montlouis;Écully;06717;;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-13;69081;590;4,7855073469862495;45,79165476466099
5544;5544;Chemin du Recou;Grigny;;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2008-08-22;2022-01-24;2016-07-01;69096;591;4,785405363284949;45,599968688705744
6849;6849;Rue du Cluzel Angle Auguste Blanqui;Vénissieux;;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2018-04-24;;69259;592;4,8743944325128865;45,701643236667486
6781;6781;39 Rue du Levant;Solaize;30900;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-08-31;2022-08-31;69296;596;4,83880527414348;45,642691376526436
7782;7782;99 Rue Jean Sarrazin;Lyon 8e Arrondissement;28862;A côté de la borne DALIM      ;Y101.0.VERRE;Col Sud;COL GUERIN;2023-05-22;2023-05-24;2023-05-24;;69388;597;4,861916771859734;45,72961590634259
5126;5126;Chemin Léon Favre;Sainte-Foy-lès-Lyon;15534;Av Clémenceau;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2018-04-24;2012-10-08;69202;599;4,80664112195004;45,7445550680714
2832;2832;Rue Feuillat / Rue Fiol;Lyon 3e Arrondissement;;;Y101.0.VERRE;Col Est;GPE;2017-05-22;;2022-05-06;;69383;601;4,875493322237617;45,74927735715205
7315;7315;Place du Château/Rue Charles Richard;Lyon 3e Arrondissement;;Face 51 Rue Charles Richard;Y101.0.VERRE;Col Est;GPE;2017-05-22;2016-12-22;2018-04-24;;69383;602;4,888030055622366;45,74983417811454
3501;3501;69 Route de Genas;Vaulx-en-Velin;;;Z101.0.VERRE;Col Est;COL GUERIN;2018-01-22;;2018-04-24;2010-12-29;69256;600;4,924963294781742;45,746803960786565
3825;3825;115 Boulevard de Stalingrad;Villeurbanne;;;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;2016-09-14;69266;628;4,859394209851572;45,776256825812396
2858;2858;Rue du Docteur Bouchut / Place du Lac à proximité du jardin ;Lyon 3e Arrondissement;;;Y101.0.VERRE;Col Est;GPE;2017-05-22;2008-07-04;2018-04-24;;69383;609;4,85365895818179;45,75919906248327
5081;5081;15 Chemin des Anciennes Vignes;Champagne-au-Mont-d'Or;33802;parking salle pluraliste;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-12-20;69040;610;4,777413777228068;45,79935286712195
7206;7206;Face 53 Rue Jules Ferry;Grigny;35028;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2016-04-18;2022-01-24;;69096;611;4,78188861005988;45,597598560149855
5289;5289;Chemin de Naive;Saint-Genis-Laval;15676;Face au n° 28;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-25;2013-12-04;69204;612;4,788860214218244;45,676518093850476
7084;7084;Rue Léon Tolstoï;Vénissieux;20472;15 Tour Lénine;V101.0.VERRE;Col Sud;COL VEOLIA;2019-05-16;2019-05-17;2019-05-17;;69259;617;4,861379833218648;45,698072966937715
5282;5282;Avenue Général de Gaulle en face station de lavage Auto-Clea;Sainte-Foy-lès-Lyon;;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2018-04-24;2013-12-04;69202;619;4,796690776134877;45,741172195289344
6929;6929;6 Avenue Jean Moulin;Vénissieux;20237;serres municipales;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2012-01-31;2021-01-22;;69259;620;4,869748887820328;45,68833886904385
5116;5116;Boulevard de l'Europe;Pierre-Bénite;11914;Angle rue H Barbusse / rue Voltaire;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-25;2005-09-28;69152;621;4,8210677379518705;45,70273782051528
4505;4505;Rue Pasteur;Albigny-sur-Saône;00128;Centre hospitalier gériatrique;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2018-03-20;69003;627;4,832939615953735;45,86049251595709
5541;5541;2 Chemin du Recou;Grigny;34976;Angle rue Jules Ferry;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2008-08-22;2022-01-24;2019-10-30;69096;629;4,780254535287047;45,60156541740526
6422;6422;Rue du 8 Mai 1945 HLM angle Rue Magnanerie;Mions;;;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2020-10-28;2013-10-28;69283;632;4,957390723057535;45,663067712275215
7272;7272;Boulevard de l'Artillerie;Lyon 7e Arrondissement;28491;Vers le Numéro 12 Coté Déchetterie;X101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2016-07-25;2022-04-12;;69387;634;4,843195957993373;45,735409765157556
2018;2018;60 Rue Waldeck Rousseau;Lyon 6e Arrondissement;28476;rue waldeck rousseau face au N°60;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;2008-06-04;69386;641;4,858294527875894;45,76473530694912
7388;7388;29 Rue Berty Albrecht;Lyon 8e Arrondissement;34923;Avenue Viviani / Alexis Carrel;Y101.0.VERRE;Col Sud;COL GUERIN;2020-10-23;2020-10-27;2020-10-27;;69388;642;4,864647193756141;45,72648924370311
4626;4626;Rue Henri Bouchard;Fontaines-Saint-Martin;07149;Angle rue du Prado;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-25;69087;643;4,8395289046490975;45,83738080909832
3721;3721;Rue du 4 Août 1789 Angle Rue du 1er Mars;Villeurbanne;;;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;2012-01-19;69266;651;4,8891879304522385;45,76453677675005
3121;3121;Rue Léo Lagrange;Chassieu;22233;Devant le stade;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69271;646;4,971046324361602;45,742718638760685
4527;4527;Rue de la République;Couzon-au-Mont-d'Or;05753;Face au N°48 - Square St Nicolas;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2021-01-22;2013-02-12;69068;647;4,830898782096516;45,84163372656526
6608;6608;Rue du 8 Mai 1945 / Rue Camille Claudel;Saint-Priest;;;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;2014-01-22;69290;648;4,950284682823602;45,69219872858062
3851;3851;Rue E. Vaillant Angle Roger Salangro/Rue des Antonins;Villeurbanne;;;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69266;678;4,879740600351373;45,77846157500686
6217;6217;Avenue du 24 Août 1944;Corbas;22385;angle avenue du 24 aout;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2010-07-05;2022-01-25;2013-12-04;69273;652;4,9180667894701955;45,67802057166706
3863;3863;Rue Colin angle Rue Francis de Pressensé;Villeurbanne;;;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2020-09-04;2013-11-28;69266;654;4,873522053572202;45,771961460377455
5145;5145;10 Avenue Ernest Auboyer;Saint-Genis-Laval;15626;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2023-02-20;2023-02-20;69204;656;4,803434173234721;45,68999713344143
7253;7253;33 Avenue Général Eisenhower;Lyon 5e Arrondissement;28145;Sur Parking Face au N°48;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2016-07-05;2019-07-03;2019-07-03;69385;657;4,782347351923957;45,75360841279336
4513;4513;Route du Tilleul;Cailloux-sur-Fontaines;02720;Angle chemin de Four;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-08;69033;659;4,877830782225952;45,85678423700395
7065;7065;34 Boulevard Marcel Sembat;Vénissieux;20254;Salle polyvalente;V101.0.VERRE;Col Sud;COL GUERIN;2018-10-01;2018-10-01;2019-01-25;2019-01-25;69259;660;4,87864302498741;45,713734478245556
2054;2054;103 Rue Vauban;Lyon 6e Arrondissement;;reactive suite fin de travaux;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;2007-10-17;2018-04-24;2016-06-07;69386;664;4,8524579321537615;45,765772000683306
5314;5314;98 Rue Charton;Oullins;11634;Rue Charton Face N° 110 Angle rue Isaac;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-21;2011-10-04;69149;665;4,811323606260946;45,710200413104495
1976;1976;9 Impasse Pierre Baizet;Lyon 9e Arrondissement;31954;Société AVENTIS;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-22;69389;667;4,809483586871901;45,78895642849112
6805;6805;Av. de Pressensé - Ernest Renan;Vénissieux;;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2018-04-24;;69259;670;4,86238425361192;45,72648493907465
4570;4570;Route de Reyrieux;Genay;23534;Face 811 Bis;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2014-05-27;2018-04-24;;69278;673;4,8290435277687465;45,897030856377995
5091;5091;Rue Albert Camus Angle Rue Massonet;Oullins;;Rue Albert Camus Angle Rue Massonet;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-21;;69149;674;4,815834663726346;45,707797344827114
4602;4602;27 Route de Lyon;Neuville-sur-Saône;11328;Vers arrêt de bus;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-22;69143;675;4,839600658206402;45,87094174434657
7269;7269;Rue Adolphe Rama;Feyzin;35744;Sur Le parking De la gare;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2016-07-25;2022-01-24;;69276;677;4,853251623458658;45,66529255791879
3128;3128;Aérodrome de Bron;Chassieu;;Restaurant "l'assiette", Derriere Castorama;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;2010-01-06;2018-04-24;2010-01-08;69271;679;4,938644465168751;45,727051663894684
6101;6101;Rue L. Paviot (Face aux Immeub. "La Perle");Bron;;;Y101.0.VERRE;Col Est;GPE;2018-01-22;;2018-04-24;;69029;683;4,903833981133771;45,750160272344516
3453;3453;Rue Louis Jouvet (salle des fetes) a coté de carrefour marke;Meyzieu;;;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;2014-01-13;69282;684;5,0121084299495005;45,76509192849842
5743;5743;71b Chemin de Chavril;Sainte-Foy-lès-Lyon;15396;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2023-07-05;2023-07-05;69202;687;4,799985367732728;45,74666526748147
1921;1921;Rue Victor Schoelcher;Lyon 9e Arrondissement;33721; angle Bd de Balmont;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-21;69389;695;4,797500150256513;45,78963654787874
3402;3402;Av. du Carreau Angle Pommier;Meyzieu;;;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69282;696;4,989758853878738;45,775374160437465
3853;3853;Rue Salengro/Rue Courteline (Tonkin);Villeurbanne;;;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69266;701;4,87663495580124;45,7771210982376
7071;7071;Place Sadi Carnot;Givors;35070;;V101.0.VERRE;Col Sud;COL GUERIN;2018-11-26;2018-12-03;2022-01-24;2019-03-07;69091;704;4,7718457682248925;45,585577269442005
3643;3643;Rue Clément Michut Angle Rue du 4 Aout 1789;Villeurbanne;;;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;2011-04-11;69266;712;4,88124017241696;45,76486928365917
5533;5533;Avenue Jean Moulin;Grigny;35240;parking / face N°42;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2008-08-21;2022-01-24;2011-07-06;69096;707;4,793745512874713;45,607716018028114
6303;6303;Rue d'Alsace / rue Henri Luizet;Feyzin;;Square Luizet Rue H. Luizet (enterré);V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-24;;69276;713;4,861002411079454;45,665109691886094
7351;7351;3 Rue Audibert et Lavirotte;Lyon 8e Arrondissement;28790;Vers Nouveau Bowling;Y101.0.VERRE;Col Sud;GPE;2017-05-22;2017-05-03;2018-04-24;;69388;715;4,8604669944648675;45,74129984314778
5270;5270;41 Rue de Boutan;Irigny;08560;nouveau parking vers aire de retournement des bus;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-24;2021-03-22;69100;717;4,809946478701871;45,67126761977138
2579;2579;52 Rue Laennec;Lyon 8e Arrondissement;28868;;Y101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-04-15;2022-04-15;69388;719;4,8819355464028895;45,740049623522715
7129;7129;Cours de la Liberté;Lyon 3e Arrondissement;27676;entre gambetta/montebello;Y101.0.VERRE;Col Est;GPE;2017-05-22;2015-11-27;2018-04-24;;69383;721;4,842784417220995;45,75564532842258
2572;2572;Avenue Général Frère/Rue Claude Violet;Lyon 8e Arrondissement;;;Y101.0.VERRE;Col Sud;GPE;2017-05-22;;2019-03-06;2013-12-05;69388;724;4,87744076492313;45,73096971984323
3952;3952;Rue A. France et Roger Lenoir (Buers);Villeurbanne;;SILO ENTERRE;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69266;725;4,88889569659582;45,76958920210113
5404;5404;123 Rue Francisque Jomard;Oullins;11683;Rue Francisque Jomard / Passage Jomard;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-18;2011-10-04;69149;728;4,784572181861518;45,72017982321812
2614;2614;15 Passage des Alouettes;Lyon 8e Arrondissement;30062;;Y101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2010-07-02;2022-04-15;;69388;731;4,875965440779765;45,73976275477422
4595;4595;Place Capitaine Billon;Neuville-sur-Saône;35382;Sur Parking;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-22;69143;734;4,843342619577828;45,872408171604675
4560;4560;Rue de la Levée;Genay;23543;Angle Route de Reyrieux et Route de Neuville;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-14;69278;736;4,829549130859237;45,89052063184903
E657;E657;Rue Casimir Périer;Lyon 2e Arrondissement;27552;Face au n 25;X101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-07-28;2017-08-21;2018-04-24;;69382;738;4,82195933834212;45,74206996312741
4449;4449;Chemin de la Vallée;Sathonay-Camp;26622;Face au N°11;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2021-01-22;2013-02-26;69292;742;4,8698753357961;45,830968320759354
4345;4345;Rue Alexandre Dumas/Avenue des Combattants en Afrique du Nor;Rillieux-la-Pape;;Anciens Combattants d'AFN;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2012-11-26;69286;744;4,893630198241507;45,8148449267414
2551;2551;Rue Bataille/Rue Maryse Bastié;Lyon 8e Arrondissement;;;Y101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-04-15;2013-12-05;69388;747;4,8739908630895705;45,737608854829915
1938;1938;Rue Sylvain Simondan;Lyon 9e Arrondissement;29216;angle Docs Cordier;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-21;69389;753;4,831292916786179;45,80112614636324
4525;4525;Rue Jacques Jarnieux angle Route du Tignot;Couzon-au-Mont-d'Or;;Angle Route du Tignot;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-12;69068;754;4,819808689558381;45,84408759261027
5336;5336;Rue du 11 Novembre 1918;Pierre-Bénite;11982;Angle rue du 8 mai 1945;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2005-09-28;2022-01-25;2013-12-03;69152;756;4,825908916670629;45,701124102803234
7204;7204;Chemin de Fontanières;La Mulatière;11208;Angle Chemin Des Fontanières/Rue De Bellevue paire;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2016-04-08;2018-04-24;;69142;757;4,811257472523056;45,72420461954715
6512;6512;1 Avenue Henri Barbusse;Saint-Fons;15136;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2018-04-24;2011-09-13;69199;758;4,855671757753551;45,70680569522908
2821;2821;Rue Claude Farrère / Bd Pinel;Lyon 3e Arrondissement;;;Y101.0.VERRE;Col Est;GPE;2017-05-22;;2018-04-24;;69383;761;4,8940498897346885;45,742871982904624
E996;E996;Rue Pasteur;Sathonay-Camp;26658;Face au N° 187 - ZAC  Castellane;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2021-03-10;2021-03-15;2021-03-15;;69292;762;4,870430918527366;45,82596881457338
5392;5392;Allée des Peupliers;Charly;03923;parking;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2005-10-26;2022-01-24;;69046;763;4,795117947987423;45,65187204652363
7474;7474;55 Rue Jaboulay;Lyon 7e Arrondissement;28648;A côté de la borne déchets alimentaires;X101.0.VERRE;Col Sud;COL GUERIN;2021-10-22;2021-10-26;2022-04-13;2022-04-13;69387;775;4,8414009228902115;45,747128473295994
3118;3118;30 Rue du Chatenay;Chassieu;22086;Face au N° 27;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69271;776;4,97908901341823;45,74643360702364
1957;1957;Rue du Château de la Duchère;Lyon 9e Arrondissement;32111;angle Jean Fournier;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-21;69389;777;4,793229895937677;45,779758383741324
4369;4369;7 Avenue Général Leclerc;Rillieux-la-Pape;;en face du centre social Velette;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2006-09-13;2018-04-24;2013-02-25;69286;779;4,903356630995953;45,81392170564186
5219;5219;1 Chemin de la Vernique;Écully;06716;Face à la résidence Les Charmilles;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2005-09-16;2021-08-11;2021-08-11;69081;782;4,784005989086427;45,76987437447334
5154;5154;18 Chemin de Charrière Blanche;Écully;;vers le 18;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2014-02-19;69081;784;4,7742807189825;45,77933751575258
6524;6524;34 Rue Parmentier;Saint-Fons;15243;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2023-06-02;2023-06-02;69199;786;4,860620548995811;45,70550293145404
6839;6839;Rue Bonnet Pernet - J. Vallet;Vénissieux;;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2018-04-24;;69259;788;4,885540295733558;45,70997769043054
5639;5639;Place Port du Bief;Givors;35194;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2008-08-25;2022-01-24;2013-12-06;69091;790;4,779060524541095;45,580330231308736
5080;5080;Place de la Porte de Lyon;Dardilly;31899;Vers entrée boulodrome;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2014-04-17;69072;792;4,762398756344989;45,82017603595675
5253;5253;Rue Docteur Horand;Lyon 9e Arrondissement;29159;angle 3 septembre 1944;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2013-11-26;2018-04-24;2014-02-11;69389;795;4,801710269951258;45,771975646478886
5456;5456;32 Route de Sainte Consorce;Marcy-l'Étoile;10162;Parking Ecole (30m olus haut sur la gauche);V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2006-09-25;2018-09-21;;69127;797;4,704974721339652;45,77910452097873
7412;7412;234 Ancienne Route de Brindas;Craponne;05791;Numéro 266;V101.0.VERRE;Col Sud;COL GUERIN;2020-01-01;2021-04-29;2021-04-29;2021-04-29;69069;798;4,731474103310424;45,746348596517834
3797;3797;Stade Georges Lyvet (Maison Familiale);Villeurbanne;; ;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69266;791;4,9059949727351055;45,768131666029525
2769;2769;Rue de Bonnel / Rue Duguesclin;Lyon 3e Arrondissement;;;Y101.0.VERRE;Col Est;GPE;2017-05-22;;2018-04-24;;69383;800;4,848742803090314;45,76199217225466
1114;1114;Place Tolozan;Lyon 1er Arrondissement;27330;Face au n° 20;X101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-18;69381;801;4,837665763126222;45,76916121655023
2601;2601;58 Rue Pierre Delore;Lyon 8e Arrondissement;28900;;Y101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;2007-12-05;2022-04-19;2022-04-19;69388;805;4,85613608053023;45,736001825201534
2750;2750;Av. de Saxe / Rue Leroyer;Lyon 3e Arrondissement;;;Y101.0.VERRE;Col Est;GPE;2017-05-22;;2018-11-08;;69383;808;4,845423563386854;45,76210509942402
8501;8501;Rue Pierre Pays;Collonges-au-Mont-d'Or;05114;Proche Batiment SOLVAY;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-09-21;2018-01-04;2018-04-24;;69063;811;4,848432182582341;45,82604967327978
4416;4416;Chemin de l'Ecully;Collonges-au-Mont-d'Or;05013;derrière la Médiathèque;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2014-01-10;2020-09-01;;69063;816;4,839076232247335;45,822561329837804
E492;E492;73 Rue de Montagny;Lyon 8e Arrondissement;36092;Angle Rue Chantal Sandrin;Y101.0.VERRE;Col Sud;COL GUERIN;2020-09-18;2020-09-18;2023-01-09;;69388;817;4,85039360510495;45,73352266192439
5417;5417;16 Rue Diderot;Oullins;;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-21;;69149;819;4,809994809552727;45,71501907563776
4415;4415;Rue Général de Gaulle;Collonges-au-Mont-d'Or;34797;face au Parking;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2014-01-10;2018-04-24;;69063;821;4,840566750987386;45,816389551927784
6672;6672;16 Rue Champ Dolin;Saint-Priest;31613;;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;2008-08-11;2021-06-15;2009-01-28;69290;824;4,966122401613034;45,71096091312792
1038;1038;Rue du Commandant Israel;Saint-Didier-au-Mont-d'Or;14886;Sur le parking cimetière, à l'entée à droite;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2021-08-05;2021-08-27;2021-08-27;;69194;826;4,798159127063575;45,80807147308397
6644;6644;10 Impasse Beauvallon;Saint-Priest;;;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69290;830;4,942045269318633;45,7025386210838
5739;5739;Av. Général De Gaulle/Chemin des Chassagnes;La Mulatière;;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2020-01-08;;69142;831;4,809297613660719;45,724444123072516
5192;5192;43 Rue de la Paix;Saint-Genis-Laval;15809;;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-25;2011-09-26;69204;834;4,79692098506563;45,68726288592221
3852;3852;12 Rue Colin;Villeurbanne;;En face du square Edouard Glissant;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-04-24;;69266;877;4,874008819095057;45,774187831426346
3213;3213;Parking des Saules;Décines-Charpieu;;Allee des Verres;V101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2021-10-19;2021-10-19;69275;840;4,9651923446489254;45,79574031499833
3504;3504;Avenue Roger Salengro a Coté WC Place Cavellini;Vaulx-en-Velin;;;Z101.0.VERRE;Col Est;COL GUERIN;2018-01-22;;2018-04-24;2010-12-29;69256;841;4,928937298922151;45,75909534639957
7343;7343;18 Rue Jean Rigaud;Écully;35953;Espace Ecully;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2017-03-31;2021-12-14;2021-08-11;69081;842;4,784684512136509;45,78298672947326
3984;3984;Avenue Condorcet;Villeurbanne;21203;SUR PARKING DERRIERE BANQUE POPULAIRE ;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;2008-05-30;2018-04-24;;69266;843;4,866037416755598;45,778033182925505
5412;5412;Grande Rue;Oullins;11586;Face N°229;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2022-01-21;2011-10-04;69149;845;4,800590354607952;45,710879810803526
3915;3915;Rue Marie-Antoinette ANGLE SALENGRO SUR PARKING;Villeurbanne;;;Z101.0.VERRE;Col Est;COL GUERIN;2017-05-22;;2018-07-23;;69266;855;4,887821150488827;45,782065671370866
1981;1981;1 Place de la Rhodiacéta;Lyon 9e Arrondissement;34432;;W101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;2008-07-16;2018-04-24;2013-08-26;69389;851;4,807123963009718;45,770849598588796
6300;6300;Place Claudius Béry / Allée du Rhone;Feyzin;;Place Berry;V101.0.VERRE;Col Sud;COL GUERIN;2017-05-22;;2021-11-09;;69276;853;4,849261793413828;45,666026995455695
4181;4181;13b Rue Royet;Caluire-et-Cuire;03001;;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-11;69034;856;4,838546369461864;45,78254132534555
5138;5138;90 Avenue de Lanessan;Champagne-au-Mont-d'Or;;Sur site du Crédit Agricole (collecte sur appel);V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2019-07-03;2018-04-13;69040;867;4,790486739897216;45,80026113482644
4154;4154;25 Avenue Barthélémy Thimonnier;Caluire-et-Cuire;02762;;V101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-04-24;2013-02-11;69034;872;4,871546376494385;45,80563172717235
1438;1438;Rue d'Ivry;Lyon 4e Arrondissement;28062;Angle rue Louis Thevenet;X101.0.VERRE;Col Nord-Ouest;COL GUERIN;2017-05-22;;2018-08-08;2013-02-20;69384;874;4,837007319199588;45,77705759511732
