idemplacementsilo;identifiant;adresse;commune;codefuv;observation_localisante;numerocircuit;gestionnaire;collecteur;datedebutexploitation;datecreation;maj_alphanumerique;maj_geometrie;insee;gid;lon;lat
E389;E389;24 Avenue des Sources;Écully;06692;allées 24/26;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;4125;4,7851074109964;45,78972172194199
E106;E106;582 Allée de la Sauvegarde;Lyon 9e Arrondissement;35335;LA DUCHERE;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2008-07-21;2018-04-24;2013-02-22;69389;4137;4,788694402337776;45,78960410450989
E187;E187;11 Avenue de Gadagne;Saint-Genis-Laval;15620;;V101.0.OM;Col Sud;COL VEOLIA;2019-02-01;2019-01-28;2022-01-25;;69204;4207;4,793545389850648;45,70152081177833
E116;E116;17 Avenue du Plateau;Lyon 9e Arrondissement;32100;Tour panoramique 1;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-03-09;2018-04-24;2013-02-22;69389;4214;4,794506920811108;45,78380837088626
E442;E442;39 Rue Rey Loras;Neuville-sur-Saône;11366;Dans la Résidence Montribloud;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2018-02-27;69143;4249;4,836757306229537;45,8876833237166
E106B;E106B;582 Allée de la Sauvegarde;Lyon 9e Arrondissement;35335;LA DUCHERE DOUBLAGE;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2008-07-21;2018-04-24;2013-02-22;69389;4269;4,7887376065432;45,78956022625826
E133;E133;4 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;repère carto SITA 2;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2011-05-26;2018-04-24;2014-02-14;69389;4276;4,794591787707569;45,786589405379466
E408;E408;16 Impasse du Moulin Carron;Écully;;allées 8 à 22 "Le Haut Pérollier";V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;4286;4,780987986371401;45,79209063126247
E299;E299;1 Avenue du 8 Mai 1945;Vénissieux;20232;vers n°2;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2023-05-23;2023-05-23;69259;4396;4,873061945040016;45,694790259340394
E622;E622;20 Avenue de Champagne;Lyon 9e Arrondissement;32371;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;4403;4,7941023002534;45,789056675811885
E119;E119;5 Rue de Jéricho;Lyon 9e Arrondissement;35643;milieu de la rue;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-05-07;2020-08-20;2020-08-20;69389;4435;4,795614445494832;45,78522631995395
E115;E115;4 Rue Françoise Giroud;Lyon 9e Arrondissement;35646;angle avenue du Plateau;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-02-09;2020-08-20;2020-08-20;69389;4462;4,794627726620442;45,78495514920421
E123;E123;37 Rue Seignemartin;Lyon 8e Arrondissement;28914;Implantation Face N°76;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;2021-12-06;69388;4509;4,882018008188166;45,73829458516792
